year,make,manufacturer,model,drivetrain,vehicle_class,engine_size,cylinders,transmission,trans_type,num_gears,fuel_type,city,hwy,comb,comb_mpg,co2
2019,Porsche,VW,Boxster GTS,2WD,TWO-SEATER,2.5,4,AM7,A,7,Z,11.8,9.2,10.6,27,249
2019,Porsche,VW,Boxster GTS,2WD,TWO-SEATER,2.5,4,M6,M,6,Z,12.3,9.4,11,26,257
2010,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,3.4,6,AS7,A,7,Z,12,8,10.2,28,235
2010,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,3.4,6,M6,M,6,Z,12.6,8.9,10.9,26,251
2011,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,3.4,6,AS7,A,7,Z,12,8,10.2,28,235
2011,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,3.4,6,M6,M,6,Z,12.6,8.9,10.9,26,251
2012,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,3.4,6,AS7,A,7,Z,12,8,10.2,28,235
2012,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,3.4,6,M6,M,6,Z,12.6,8.9,10.9,26,251
2013,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,3.4,6,AM7,A,7,Z,11.3,7.9,9.8,29,225
2013,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,3.4,6,M6,M,6,Z,11.9,8.6,10.4,27,239
2011,JEEP,FCA,COMPASS 4X4,4WD,SUV - SMALL,2.4,4,AV,AV,V,X,11.3,8.9,10.2,28,235
2011,JEEP,FCA,COMPASS 4X4,4WD,SUV - SMALL,2.4,4,M5,M,5,X,10.5,8.6,9.7,29,223
2011,JEEP,FCA,GRAND CHEROKEE 4X4 (FuelSaver MDS),4WD,SUV - STANDARD,5.7,8,A5,A,5,X,17.4,12.5,15.2,19,350
2011,JEEP,FCA,GRAND CHEROKEE 4X4 FFV,4WD,SUV - STANDARD,3.6,6,A5,A,5,X,14.6,10.5,12.7,22,292
2011,JEEP,FCA,GRAND CHEROKEE 4X4 FFV,4WD,SUV - STANDARD,3.6,6,A5,A,5,E,19.3,14.3,17,17,272
2011,JEEP,FCA,LIBERTY 4X4,4WD,SUV - SMALL,3.7,6,A4,A,4,X,15.6,11.4,13.7,21,315
2014,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,3.4,6,AM7,A,7,Z,11.3,7.9,9.8,29,225
2014,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,3.4,6,M6,M,6,Z,11.9,8.6,10.4,27,239
2015,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,3.4,6,AM7,A,7,Z,11.3,7.9,9.8,29,225
2015,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,3.4,6,M6,M,6,Z,11.9,8.6,10.4,27,239
2011,JEEP,FCA,PATRIOT 4X4,4WD,SUV - SMALL,2.4,4,AV,AV,V,X,11.3,8.9,10.2,28,235
2011,JEEP,FCA,PATRIOT 4X4,4WD,SUV - SMALL,2.4,4,M5,M,5,X,10.5,8.6,9.7,29,223
2011,JEEP,FCA,WRANGLER 4X4,4WD,SUV - SMALL,3.8,6,A4,A,4,X,15.6,11.8,13.9,20,320
2011,JEEP,FCA,WRANGLER 4X4,4WD,SUV - SMALL,3.8,6,M6,M,6,X,16.2,11.8,14.2,20,327
2016,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,3.4,6,AM7,A,7,Z,11.3,7.9,9.8,29,230
2016,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,3.4,6,M6,M,6,Z,11.9,8.6,10.4,27,245
2011,KIA,Hyundai,BORREGO 4WD,4WD,SUV - STANDARD,3.8,6,AS5,A,5,X,14.6,11.1,13,22,299
2011,KIA,Hyundai,BORREGO 4WD,4WD,SUV - STANDARD,4.6,8,AS6,A,6,X,16.1,11.4,14,20,322
2017,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,2.5,4,AM7,A,7,Z,11,8.4,9.9,29,230
2017,PORSCHE,VW,BOXSTER S,2WD,TWO-SEATER,2.5,4,M6,M,6,Z,12.1,9,10.7,26,249
2018,Porsche,VW,Boxster S,2WD,TWO-SEATER,2.5,4,AM7,A,7,Z,11,8.4,9.9,29,230
2018,Porsche,VW,Boxster S,2WD,TWO-SEATER,2.5,4,M6,M,6,Z,12.1,9,10.7,26,249
2019,Porsche,VW,Boxster S,2WD,TWO-SEATER,2.5,4,AM7,A,7,Z,11.1,8.4,9.9,29,231
2019,Porsche,VW,Boxster S,2WD,TWO-SEATER,2.5,4,M6,M,6,Z,12.1,9,10.7,26,249
2012,PORSCHE,VW,BOXSTER S BLACK EDITION,2WD,TWO-SEATER,3.4,6,AS7,A,7,Z,12,8,10.2,28,235
2012,PORSCHE,VW,BOXSTER S BLACK EDITION,2WD,TWO-SEATER,3.4,6,M6,M,6,Z,12.6,8.9,10.9,26,251
2011,PORSCHE,VW,BOXSTER SPYDER,2WD,TWO-SEATER,3.4,6,AS7,A,7,Z,11.8,8,10.1,28,232
2011,PORSCHE,VW,BOXSTER SPYDER,2WD,TWO-SEATER,3.4,6,M6,M,6,Z,12.2,8.9,10.7,26,246
2016,PORSCHE,VW,BOXSTER SPYDER,2WD,TWO-SEATER,3.8,6,M6,M,6,Z,13.1,9.9,11.6,24,272
2013,SUBARU,SUBARU,BRZ,2WD,MINICOMPACT,2,4,AS6,A,6,Z,9.6,7.1,8.5,33,196
2013,SUBARU,SUBARU,BRZ,2WD,MINICOMPACT,2,4,M6,M,6,Z,11,7.9,9.6,29,221
2014,SUBARU,SUBARU,BRZ,2WD,MINICOMPACT,2,4,AS6,A,6,Z,9.6,7.1,8.5,33,196
2014,SUBARU,SUBARU,BRZ,2WD,MINICOMPACT,2,4,M6,M,6,Z,11,7.9,9.6,29,221
2015,SUBARU,SUBARU,BRZ,2WD,MINICOMPACT,2,4,AS6,A,6,Z,9.6,7,8.4,34,193
2015,SUBARU,SUBARU,BRZ,2WD,MINICOMPACT,2,4,M6,M,6,Z,10.9,7.9,9.6,29,221
2016,SUBARU,SUBARU,BRZ,2WD,MINICOMPACT,2,4,AS6,A,6,Z,9.6,7,8.4,34,197
2016,SUBARU,SUBARU,BRZ,2WD,MINICOMPACT,2,4,M6,M,6,Z,10.9,7.9,9.6,29,224
2017,SUBARU,SUBARU,BRZ,2WD,MINICOMPACT,2,4,AS6,A,6,Z,9.7,7.2,8.6,33,200
2011,KIA,Hyundai,SORENTO 4WD,4WD,SUV - SMALL,2.4,4,AS6,A,6,X,11.3,8.8,10.2,28,235
2011,KIA,Hyundai,SORENTO 4WD,4WD,SUV - SMALL,3.5,6,AS6,A,6,X,12.6,9.4,11.1,25,255
2017,SUBARU,SUBARU,BRZ,2WD,MINICOMPACT,2,4,M6,M,6,Z,11.1,8,9.7,29,228
2018,Subaru,SUBARU,BRZ,2WD,MINICOMPACT,2,4,AS6,A,6,Z,9.7,7.2,8.6,33,200
2018,Subaru,SUBARU,BRZ,2WD,MINICOMPACT,2,4,M6,M,6,Z,11.2,8.1,9.8,29,229
2019,Subaru,SUBARU,BRZ,2WD,MINICOMPACT,2,4,AS6,A,6,Z,9.7,7.2,8.6,33,200
2019,Subaru,SUBARU,BRZ,2WD,MINICOMPACT,2,4,M6,M,6,Z,11.2,8.3,9.9,29,231
2018,Subaru,SUBARU,BRZ tS,2WD,MINICOMPACT,2,4,M6,M,6,Z,11.6,8.6,10.2,28,239
2011,KIA,Hyundai,SPORTAGE 4WD,4WD,SUV - SMALL,2.4,4,AS6,A,6,X,11.4,8.5,10.1,28,232
2011,KIA,Hyundai,SPORTAGE 4WD,4WD,SUV - SMALL,2.4,4,M6,M,6,X,12,8.8,10.6,27,244
2010,MERCEDES-BENZ,Mercedes-Benz,C 250,2WD,COMPACT,2.5,6,A7,A,7,Z,13,8.9,11.2,25,258
2010,MERCEDES-BENZ,Mercedes-Benz,C 250,2WD,COMPACT,2.5,6,M6,M,6,Z,13.2,8.7,11.2,25,258
2011,MERCEDES-BENZ,Mercedes-Benz,C 250,2WD,COMPACT,2.5,6,A7,A,7,Z,13,8.9,11.2,25,258
2011,MERCEDES-BENZ,Mercedes-Benz,C 250,2WD,COMPACT,2.5,6,M6,M,6,Z,13.2,8.7,11.2,25,258
2012,MERCEDES-BENZ,Mercedes-Benz,C 250,2WD,COMPACT,1.8,4,A7,A,7,Z,11,7.5,9.4,30,216
2013,MERCEDES-BENZ,Mercedes-Benz,C 250,2WD,COMPACT,1.8,4,AS7,A,7,Z,10.9,7.4,9.3,30,214
2014,MERCEDES-BENZ,Mercedes-Benz,C 250,2WD,COMPACT,1.8,4,AS7,A,7,Z,10.9,7.5,9.4,30,216
2012,MERCEDES-BENZ,Mercedes-Benz,C 250 COUPE,2WD,SUBCOMPACT,1.8,4,A7,A,7,Z,11.1,7.6,9.5,30,219
2013,MERCEDES-BENZ,Mercedes-Benz,C 250 COUPE,2WD,SUBCOMPACT,1.8,4,AS7,A,7,Z,11,7.4,9.4,30,216
2014,MERCEDES-BENZ,Mercedes-Benz,C 250 COUPE,2WD,SUBCOMPACT,1.8,4,AS7,A,7,Z,11,7.4,9.4,30,216
2015,MERCEDES-BENZ,Mercedes-Benz,C 250 COUPE,2WD,SUBCOMPACT,1.8,4,AS7,A,7,Z,10.9,7.5,9.4,30,216
2010,MERCEDES-BENZ,Mercedes-Benz,C 300,2WD,COMPACT,3,6,A7,A,7,Z,13.2,9.3,11.4,25,262
2010,MERCEDES-BENZ,Mercedes-Benz,C 300,2WD,COMPACT,3,6,M6,M,6,Z,13.2,9.1,11.4,25,262
2011,LEXUS,Toyota,GS 350 AWD,AWD,MID-SIZE,3.5,6,AS6,A,6,Z,12.9,9.3,11.2,25,258
2011,MERCEDES-BENZ,Mercedes-Benz,C 300,2WD,COMPACT,3,6,A7,A,7,Z,13.2,9.3,11.4,25,262
2011,MERCEDES-BENZ,Mercedes-Benz,C 300,2WD,COMPACT,3,6,M6,M,6,Z,13.2,9.1,11.4,25,262
2010,MERCEDES-BENZ,Mercedes-Benz,C 350,2WD,COMPACT,3.5,6,A7,A,7,Z,13.7,9.5,11.8,24,271
2011,MERCEDES-BENZ,Mercedes-Benz,C 350,2WD,COMPACT,3.5,6,A7,A,7,Z,13.8,9.5,11.9,24,274
2012,MERCEDES-BENZ,Mercedes-Benz,C 350,2WD,COMPACT,3.5,6,A7,A,7,Z,12.2,8.3,10.5,27,242
2013,MERCEDES-BENZ,Mercedes-Benz,C 350,2WD,COMPACT,3.5,6,AS7,A,7,Z,12,8.6,10.5,27,242
2011,LEXUS,Toyota,IS 250 AWD,AWD,SUBCOMPACT,2.5,6,AS6,A,6,Z,11.9,8.8,10.5,27,242
2014,MERCEDES-BENZ,Mercedes-Benz,C 350,2WD,COMPACT,3.5,6,AS7,A,7,Z,12,8.6,10.5,27,242
2012,MERCEDES-BENZ,Mercedes-Benz,C 350 COUPE,2WD,SUBCOMPACT,3.5,6,A7,A,7,Z,12.3,8.3,10.5,27,242
2013,MERCEDES-BENZ,Mercedes-Benz,C 350 COUPE,2WD,SUBCOMPACT,3.5,6,AS7,A,7,Z,12.1,8.6,10.5,27,242
2011,LEXUS,Toyota,IS 350 AWD,AWD,SUBCOMPACT,3.5,6,AS6,A,6,Z,12.9,9.3,11.2,25,258
2014,MERCEDES-BENZ,Mercedes-Benz,C 350 COUPE,2WD,SUBCOMPACT,3.5,6,AS7,A,7,Z,12.1,8.6,10.5,27,242
2015,MERCEDES-BENZ,Mercedes-Benz,C 350 COUPE,2WD,SUBCOMPACT,3.5,6,AS7,A,7,Z,12.1,8.6,10.5,27,242
2010,MERCEDES-BENZ,Mercedes-Benz,C 63 AMG,2WD,COMPACT,6.2,8,AS7,A,7,Z,19,12.2,16,18,368
2011,LEXUS,Toyota,LS 460 AWD,AWD,MID-SIZE,4.6,8,AS8,A,8,Z,15.1,10.3,12.9,22,297
2011,MERCEDES-BENZ,Mercedes-Benz,C 63 AMG,2WD,COMPACT,6.2,8,AS7,A,7,Z,18.7,12.1,15.7,18,361
2011,LEXUS,Toyota,LS 460 L AWD,AWD,MID-SIZE,4.6,8,AS8,A,8,Z,15.1,10.3,12.9,22,297
2012,MERCEDES-BENZ,Mercedes-Benz,C 63 AMG,2WD,COMPACT,6.2,8,AS7,A,7,Z,17.8,12.2,15.3,18,352
2013,MERCEDES-BENZ,Mercedes-Benz,C 63 AMG,2WD,COMPACT,6.2,8,AS7,A,7,Z,17.6,11.9,15,19,345
2011,LEXUS,Toyota,RX 350 AWD,AWD,SUV - SMALL,3.5,6,AS6,A,6,Z,13.1,9.6,11.5,25,265
2011,LEXUS,Toyota,RX 450h AWD,AWD,SUV - SMALL,3.5,6,AS6,A,6,Z,7.9,8.6,8.2,34,189
2014,MERCEDES-BENZ,Mercedes-Benz,C 63 AMG,2WD,COMPACT,6.2,8,AS7,A,7,Z,17.7,11.9,15.1,19,347
2012,MERCEDES-BENZ,Mercedes-Benz,C 63 AMG COUPE,2WD,SUBCOMPACT,6.2,8,AS7,A,7,Z,17.9,12.2,15.3,18,352
2013,MERCEDES-BENZ,Mercedes-Benz,C 63 AMG COUPE,2WD,SUBCOMPACT,6.2,8,AS7,A,7,Z,17.6,11.9,15,19,345
2011,LINCOLN,Ford,MKS AWD,AWD,FULL-SIZE,3.5,6,AS6,A,6,X,14,9.6,12,24,276
2011,LINCOLN,Ford,MKS AWD,AWD,FULL-SIZE,3.7,6,AS6,A,6,X,14.5,10.4,12.6,22,290
2011,LINCOLN,Ford,MKT AWD,AWD,SUV - SMALL,3.5,6,AS6,A,6,X,14.7,10.9,13,22,299
2011,LINCOLN,Ford,MKT AWD,AWD,SUV - SMALL,3.7,6,AS6,A,6,X,14.7,11,13,22,299
2011,LINCOLN,Ford,MKX AWD,AWD,SUV - SMALL,3.7,6,AS6,A,6,X,13.7,10.4,12.2,23,281
2014,MERCEDES-BENZ,Mercedes-Benz,C 63 AMG COUPE,2WD,SUBCOMPACT,6.2,8,AS7,A,7,Z,17.9,12.2,15.3,18,352
2011,LINCOLN,Ford,MKZ AWD,AWD,MID-SIZE,3.5,6,AS6,A,6,X,14.2,9.8,12.2,23,281
2015,MERCEDES-BENZ,Mercedes-Benz,C 63 AMG COUPE,2WD,SUBCOMPACT,6.2,8,AS7,A,7,Z,17.9,12.3,15.4,18,354
2011,LINCOLN,Ford,NAVIGATOR 4X4 FFV,4WD,SUV - STANDARD,5.4,8,A6,A,6,X,18.5,13.5,16.2,17,373
2011,LINCOLN,Ford,NAVIGATOR 4X4 FFV,4WD,SUV - STANDARD,5.4,8,A6,A,6,E,24.7,18.3,21.8,13,349
2013,VOLVO,VOLVO,C30,2WD,COMPACT,2.5,5,AS5,A,5,X,11.5,7.9,9.9,29,228
2013,VOLVO,VOLVO,C30,2WD,COMPACT,2.5,5,M6,M,6,X,11.6,8.1,10,28,230
2010,VOLVO,VOLVO,C30 2.4i,2WD,COMPACT,2.4,5,AS5,A,5,X,12,8.5,10.4,27,239
2010,VOLVO,VOLVO,C30 2.4i,2WD,COMPACT,2.4,5,M5,M,5,X,11.7,8.3,10.2,28,235
2010,VOLVO,VOLVO,C30 T5,2WD,COMPACT,2.5,5,AS5,A,5,X,11.6,8.1,10,28,230
2010,VOLVO,VOLVO,C30 T5,2WD,COMPACT,2.5,5,M6,M,6,X,11.6,8.1,10,28,230
2011,VOLVO,VOLVO,C30 T5,2WD,COMPACT,2.5,5,AS5,A,5,X,11.5,7.9,9.9,29,228
2011,VOLVO,VOLVO,C30 T5,2WD,COMPACT,2.5,5,M6,M,6,X,11.6,8.1,10,28,230
2012,VOLVO,VOLVO,C30 T5,2WD,COMPACT,2.5,5,AS5,A,5,X,11.5,7.9,9.9,29,228
2011,MAZDA,MAZDA,CX-7 4WD,4WD,SUV - SMALL,2.3,4,AS6,A,6,Z,13.7,10.3,12.2,23,281
2012,VOLVO,VOLVO,C30 T5,2WD,COMPACT,2.5,5,M6,M,6,X,11.6,8.1,10,28,230
2011,MAZDA,MAZDA,CX-9 4WD,4WD,SUV - SMALL,3.7,6,AS6,A,6,X,14.4,10.6,12.7,22,292
2013,VOLVO,VOLVO,C70,2WD,SUBCOMPACT,2.5,5,AS5,A,5,X,12.9,8.7,11,26,253
2010,VOLVO,VOLVO,C70 T5,2WD,SUBCOMPACT,2.5,5,AS5,A,5,X,12.8,8.6,10.9,26,251
2010,VOLVO,VOLVO,C70 T5,2WD,SUBCOMPACT,2.5,5,M6,M,6,X,12.2,8.6,10.6,27,244
2011,VOLVO,VOLVO,C70 T5,2WD,SUBCOMPACT,2.5,5,AS5,A,5,X,12.7,8.5,10.8,26,248
2011,VOLVO,VOLVO,C70 T5,2WD,SUBCOMPACT,2.5,5,M6,M,6,X,12.2,8.6,10.6,27,244
2012,VOLVO,VOLVO,C70 T5,2WD,SUBCOMPACT,2.5,5,AS5,A,5,X,13.3,8.3,11.1,25,255
2014,KIA,Hyundai,CADENZA,2WD,FULL-SIZE,3.3,6,A6,A,6,X,12.7,8.8,10.9,26,251
2015,KIA,Hyundai,CADENZA,2WD,FULL-SIZE,3.3,6,AS6,A,6,X,12.7,8.4,10.7,26,246
2016,KIA,Hyundai,CADENZA,2WD,FULL-SIZE,3.3,6,AS6,A,6,X,12.7,8.4,10.7,26,251
2017,KIA,Hyundai,CADENZA,2WD,FULL-SIZE,3.3,6,AS8,A,8,X,11.5,8.5,10.2,28,237
2018,Kia,Hyundai,Cadenza,2WD,FULL-SIZE,3.3,6,AS8,A,8,X,11.5,8.5,10.2,28,237
2019,Kia,Hyundai,Cadenza,2WD,FULL-SIZE,3.3,6,AS8,A,8,X,11.6,8.5,10.2,28,238
2010,DODGE,FCA,CALIBER,2WD,MID-SIZE,2,4,AV,AV,V,X,10.3,8.7,9.6,29,221
2010,DODGE,FCA,CALIBER,2WD,MID-SIZE,2,4,M5,M,5,X,10.4,7.5,9.1,31,209
2011,DODGE,FCA,CALIBER,2WD,MID-SIZE,2,4,AV,AV,V,X,10.3,8.7,9.6,29,221
2011,DODGE,FCA,CALIBER,2WD,MID-SIZE,2,4,M5,M,5,X,9.8,7.3,8.7,32,200
2011,DODGE,FCA,CALIBER,2WD,MID-SIZE,2.4,4,AV,AV,V,X,10.9,8.6,9.8,29,225
2011,MAZDA,MAZDA,TRIBUTE 4X4,4WD,SUV - SMALL,2.5,4,A6,A,6,X,11.7,8.9,10.4,27,239
2011,MAZDA,MAZDA,TRIBUTE 4X4 FFV,4WD,SUV - SMALL,3,6,A6,A,6,X,13,10.3,11.8,24,271
2011,MAZDA,MAZDA,TRIBUTE 4X4 FFV,4WD,SUV - SMALL,3,6,A6,A,6,E,18,13.9,16.2,17,259
2011,DODGE,FCA,CALIBER,2WD,MID-SIZE,2.4,4,M5,M,5,X,10.3,8.2,9.4,30,216
2012,DODGE,FCA,CALIBER,2WD,MID-SIZE,2,4,AV,AV,V,X,10.3,8.7,9.6,29,221
2012,DODGE,FCA,CALIBER,2WD,MID-SIZE,2,4,M5,M,5,X,9.8,7.3,8.7,32,200
2012,DODGE,FCA,CALIBER,2WD,MID-SIZE,2.4,4,AV,AV,V,X,10.9,8.6,9.8,29,225
2010,FERRARI,FERRARI,CALIFORNIA,2WD,MID-SIZE,4.3,8,AS7,A,7,Z,18.7,12.5,15.9,18,366
2010,CHEVROLET,GM,CAMARO,2WD,COMPACT,3.6,6,AS6,A,6,X,12.9,8.2,10.8,26,248
2010,CHEVROLET,GM,CAMARO,2WD,COMPACT,3.6,6,M6,M,6,X,13.8,8.1,11.3,25,260
2011,CHEVROLET,GM,CAMARO,2WD,COMPACT,3.6,6,A6,A,6,X,12.7,7.9,10.5,27,242
2011,MERCEDES-BENZ,Mercedes-Benz,C 250 4MATIC,AWD,COMPACT,2.5,6,A7,A,7,Z,13.4,9.4,11.6,24,267
2011,CHEVROLET,GM,CAMARO,2WD,COMPACT,3.6,6,AS6,A,6,X,12.9,8.2,10.8,26,248
2011,CHEVROLET,GM,CAMARO,2WD,COMPACT,3.6,6,M6,M,6,X,13.9,8.5,11.5,25,265
2011,MERCEDES-BENZ,Mercedes-Benz,C 300 4MATIC,AWD,COMPACT,3,6,A7,A,7,Z,13.3,9.4,11.5,25,265
2012,CHEVROLET,GM,CAMARO,2WD,COMPACT,3.6,6,AS6,A,6,X,12.9,8.1,10.7,26,246
2011,MERCEDES-BENZ,Mercedes-Benz,C 350 4MATIC,AWD,COMPACT,3.5,6,A7,A,7,Z,13.9,9.7,12,24,276
2012,CHEVROLET,GM,CAMARO,2WD,COMPACT,3.6,6,M6,M,6,X,13.9,8.5,11.5,25,265
2011,MERCEDES-BENZ,Mercedes-Benz,CL 550 4MATIC,AWD,COMPACT,4.7,8,A7,A,7,Z,15.3,10.3,13.1,22,301
2013,CHEVROLET,GM,CAMARO,2WD,COMPACT,3.6,6,AS6,A,6,X,12.9,8.1,10.7,26,246
2013,CHEVROLET,GM,CAMARO,2WD,COMPACT,3.6,6,M6,M,6,X,13.9,8.5,11.5,25,265
2014,CHEVROLET,GM,CAMARO,2WD,COMPACT,3.6,6,AS6,A,6,X,13.2,8.7,11.2,25,258
2014,CHEVROLET,GM,CAMARO,2WD,COMPACT,3.6,6,M6,M,6,X,14.2,8.6,11.7,24,269
2015,CHEVROLET,GM,CAMARO,2WD,COMPACT,3.6,6,AS6,A,6,X,13.3,8.8,11.3,25,260
2011,MERCEDES-BENZ,Mercedes-Benz,E 350 4MATIC,AWD,MID-SIZE,3.5,6,A7,A,7,Z,14.3,9.8,12.3,23,283
2011,MERCEDES-BENZ,Mercedes-Benz,E 350 4MATIC WAGON,AWD,STATION WAGON - MID-SIZE,3.5,6,A7,A,7,Z,14.4,10.2,12.5,23,288
2015,CHEVROLET,GM,CAMARO,2WD,COMPACT,3.6,6,M6,M,6,X,14,8.4,11.5,25,265
2015,CHEVROLET,GM,CAMARO,2WD,COMPACT,6.2,8,AS6,A,6,Z,15.3,9.8,12.8,22,294
2015,CHEVROLET,GM,CAMARO,2WD,COMPACT,6.2,8,M6,M,6,Z,15,9.9,12.7,22,292
2011,MERCEDES-BENZ,Mercedes-Benz,E 550 4MATIC,AWD,MID-SIZE,5.5,8,A7,A,7,Z,15.7,10.4,13.3,21,306
2016,CHEVROLET,GM,CAMARO,2WD,COMPACT,2,4,AS8,A,8,Z,10.9,7.5,9.3,30,218
2016,CHEVROLET,GM,CAMARO,2WD,COMPACT,2,4,M6,M,6,Z,11.4,7.9,9.8,29,229
2016,CHEVROLET,GM,CAMARO,2WD,COMPACT,3.6,6,AS8,A,8,X,12.3,8.5,10.6,27,248
2011,MERCEDES-BENZ,Mercedes-Benz,G 55 AMG,4WD,SUV - STANDARD,5.4,8,A5,A,5,Z,21.8,17.3,19.8,14,455
2011,MERCEDES-BENZ,Mercedes-Benz,G 550,4WD,SUV - STANDARD,5.5,8,A7,A,7,Z,20.6,16.1,18.6,15,428
2011,MERCEDES-BENZ,Mercedes-Benz,GL 350 BLUETEC 4MATIC,AWD,SUV - STANDARD,3,6,A7,A,7,D,13.9,10.4,12.3,23,332
2011,MERCEDES-BENZ,Mercedes-Benz,GL 450 4MATIC,AWD,SUV - STANDARD,4.7,8,A7,A,7,Z,18.4,13.4,16.1,18,370
2011,MERCEDES-BENZ,Mercedes-Benz,GL 550 4MATIC,AWD,SUV - STANDARD,5.5,8,A7,A,7,Z,18.9,13.9,16.7,17,384
2011,MERCEDES-BENZ,Mercedes-Benz,GLK 350 4MATIC,AWD,SUV - SMALL,3.5,6,A7,A,7,Z,14.6,11,13,22,299
2016,CHEVROLET,GM,CAMARO,2WD,COMPACT,3.6,6,M6,M,6,X,13.2,8.7,11.2,25,261
2017,CHEVROLET,GM,CAMARO,2WD,SUBCOMPACT,2,4,AS8,A,8,Z,10.9,7.7,9.5,30,222
2017,CHEVROLET,GM,CAMARO,2WD,SUBCOMPACT,2,4,M6,M,6,Z,11.9,8,10.1,28,236
2017,CHEVROLET,GM,CAMARO,2WD,SUBCOMPACT,3.6,6,AS8,A,8,X,12.3,8.6,10.6,27,249
2011,MERCEDES-BENZ,Mercedes-Benz,ML 350 4MATIC,AWD,SUV - STANDARD,3.5,6,A7,A,7,Z,15.7,12,14.1,20,324
2011,MERCEDES-BENZ,Mercedes-Benz,ML 350 BLUETEC 4MATIC,AWD,SUV - STANDARD,3,6,A7,A,7,D,12.6,9.5,11.2,25,302
2011,MERCEDES-BENZ,Mercedes-Benz,ML 550 4MATIC,AWD,SUV - STANDARD,5.5,8,A7,A,7,Z,17.9,13.4,15.8,18,363
2011,MERCEDES-BENZ,Mercedes-Benz,ML 63 AMG 4MATIC,AWD,SUV - STANDARD,6.2,8,AS7,A,7,Z,22.4,16.3,19.7,14,453
2011,MERCEDES-BENZ,Mercedes-Benz,R 350 4MATIC,AWD,SUV - STANDARD,3.5,6,A7,A,7,Z,16.1,12.3,14.4,20,331
2011,MERCEDES-BENZ,Mercedes-Benz,R 350 BLUETEC 4MATIC,AWD,SUV - STANDARD,3,6,A7,A,7,D,13,9.7,11.5,25,311
2017,CHEVROLET,GM,CAMARO,2WD,SUBCOMPACT,3.6,6,M6,M,6,X,14.4,8.4,11.7,24,274
2011,MERCEDES-BENZ,Mercedes-Benz,S 450 4MATIC,AWD,FULL-SIZE,4.7,8,A7,A,7,Z,15.9,10.6,13.5,21,311
2011,MERCEDES-BENZ,Mercedes-Benz,S 550 4MATIC,AWD,FULL-SIZE,5.5,8,A7,A,7,Z,16.6,11,14.1,20,324
2018,Chevrolet,GM,Camaro,2WD,SUBCOMPACT,2,4,AS8,A,8,Z,10.8,7.6,9.4,30,220
2018,Chevrolet,GM,Camaro,2WD,SUBCOMPACT,2,4,M6,M,6,Z,11.9,7.9,10.1,28,235
2018,Chevrolet,GM,Camaro,2WD,SUBCOMPACT,3.6,6,AS8,A,8,X,12.3,8.2,10.4,27,246
2018,Chevrolet,GM,Camaro,2WD,SUBCOMPACT,3.6,6,M6,M,6,X,14.4,8.4,11.7,24,274
2019,Chevrolet,GM,Camaro,2WD,SUBCOMPACT,2,4,AS8,A,8,Z,10.8,7.7,9.4,30,220
2019,Chevrolet,GM,Camaro,2WD,SUBCOMPACT,2,4,M6,M,6,Z,11.9,7.9,10.1,28,235
2019,Chevrolet,GM,Camaro,2WD,SUBCOMPACT,3.6,6,AS8,A,8,X,12.3,8.2,10.4,27,246
2019,Chevrolet,GM,Camaro,2WD,SUBCOMPACT,3.6,6,M6,M,6,X,14.3,8.8,11.8,24,277
2012,CHEVROLET,GM,CAMARO 2LS,2WD,COMPACT,3.6,6,AS6,A,6,X,12.7,7.9,10.5,27,242
2013,CHEVROLET,GM,CAMARO 2LS,2WD,COMPACT,3.6,6,A6,A,6,X,12.7,7.9,10.5,27,242
2014,CHEVROLET,GM,CAMARO 2LS,2WD,COMPACT,3.6,6,AS6,A,6,X,12.7,7.9,10.5,27,242
2015,CHEVROLET,GM,CAMARO 2LS,2WD,COMPACT,3.6,6,AS6,A,6,X,12.6,7.9,10.5,27,242
2010,CHEVROLET,GM,CAMARO SS,2WD,COMPACT,6.2,8,AS6,A,6,Z,14.8,9.4,12.3,23,283
2010,CHEVROLET,GM,CAMARO SS,2WD,COMPACT,6.2,8,M6,M,6,Z,14.8,9.7,12.5,23,288
2011,CHEVROLET,GM,CAMARO SS,2WD,COMPACT,6.2,8,AS6,A,6,Z,14.9,9.5,12.5,23,288
2011,CHEVROLET,GM,CAMARO SS,2WD,COMPACT,6.2,8,M6,M,6,Z,14.8,9.7,12.5,23,288
2012,CHEVROLET,GM,CAMARO SS,2WD,COMPACT,6.2,8,AS6,A,6,Z,15.1,9.6,12.6,22,290
