year,make,manufacturer,model,drivetrain,vehicle_class,engine_size,cylinders,transmission,trans_type,num_gears,fuel_type,city,hwy,comb,comb_mpg,co2
2012,CHEVROLET,GM,CAMARO SS,2WD,COMPACT,6.2,8,M6,M,6,Z,15,9.9,12.7,22,292
2013,CHEVROLET,GM,CAMARO SS,2WD,COMPACT,6.2,8,AS6,A,6,Z,15.2,9.7,12.7,22,292
2013,CHEVROLET,GM,CAMARO SS,2WD,COMPACT,6.2,8,M6,M,6,Z,15,9.8,12.7,22,292
2014,CHEVROLET,GM,CAMARO SS,2WD,COMPACT,6.2,8,AS6,A,6,Z,15.3,9.8,12.8,22,294
2014,CHEVROLET,GM,CAMARO SS,2WD,COMPACT,6.2,8,M6,M,6,Z,15,9.9,12.7,22,292
2016,CHEVROLET,GM,CAMARO SS,2WD,COMPACT,6.2,8,AS8,A,8,Z,14.2,8.4,11.6,24,272
2016,CHEVROLET,GM,CAMARO SS,2WD,COMPACT,6.2,8,M6,M,6,Z,14.3,9.4,12.1,23,284
2017,CHEVROLET,GM,CAMARO SS,2WD,SUBCOMPACT,6.2,8,AS8,A,8,Z,14.2,8.7,11.7,24,273
2017,CHEVROLET,GM,CAMARO SS,2WD,SUBCOMPACT,6.2,8,M6,M,6,Z,14.3,9.4,12.1,23,284
2018,Chevrolet,GM,Camaro SS,2WD,SUBCOMPACT,6.2,8,AS8,A,8,Z,14.2,8.7,11.7,24,273
2018,Chevrolet,GM,Camaro SS,2WD,SUBCOMPACT,6.2,8,M6,M,6,Z,14.3,9.4,12.1,23,284
2011,MINI,BMW,COOPER S COUNTRYMAN ALL4,AWD,COMPACT,1.6,4,A6,A,6,Z,10,7.8,9,31,207
2011,MINI,BMW,COOPER S COUNTRYMAN ALL4,AWD,COMPACT,1.6,4,M6,M,6,Z,9.4,7.5,8.5,33,196
2019,Chevrolet,GM,Camaro SS,2WD,SUBCOMPACT,6.2,8,AS10,A,10,Z,14.5,8.8,12,24,279
2019,Chevrolet,GM,Camaro SS,2WD,SUBCOMPACT,6.2,8,M6,M,6,Z,14.9,9.9,12.6,22,297
2015,CHEVROLET,GM,CAMARO Z/28,2WD,COMPACT,6.2,8,M6,M,6,Z,18.1,12.3,15.5,18,357
2012,CHEVROLET,GM,CAMARO ZL1,2WD,COMPACT,6.2,8,AS6,A,6,Z,19.6,12.6,16.4,17,377
2012,CHEVROLET,GM,CAMARO ZL1,2WD,COMPACT,6.2,8,M6,M,6,Z,16.6,12.3,14.7,19,338
2013,CHEVROLET,GM,CAMARO ZL1,2WD,COMPACT,6.2,8,AS6,A,6,Z,20,13.1,16.9,17,389
2013,CHEVROLET,GM,CAMARO ZL1,2WD,COMPACT,6.2,8,M6,M,6,Z,16.6,12.5,14.7,19,338
2014,CHEVROLET,GM,CAMARO ZL1,2WD,COMPACT,6.2,8,AS6,A,6,Z,19.7,12.9,16.6,17,382
2014,CHEVROLET,GM,CAMARO ZL1,2WD,COMPACT,6.2,8,M6,M,6,Z,16.7,12.5,14.8,19,340
2015,CHEVROLET,GM,CAMARO ZL1,2WD,COMPACT,6.2,8,AS6,A,6,Z,19.9,13,16.8,17,386
2015,CHEVROLET,GM,CAMARO ZL1,2WD,COMPACT,6.2,8,M6,M,6,Z,16.6,12.4,14.7,19,338
2011,MITSUBISHI,Renault-Nissan,ENDEAVOR AWD,AWD,SUV - STANDARD,3.8,6,AS4,A,4,X,15.9,12.1,14.2,20,327
2017,CHEVROLET,GM,CAMARO ZL1,2WD,SUBCOMPACT,6.2,8,AS10,A,10,Z,19,11.6,15.6,18,367
2017,CHEVROLET,GM,CAMARO ZL1,2WD,SUBCOMPACT,6.2,8,M6,M,6,Z,17.2,12,14.9,19,349
2018,Chevrolet,GM,Camaro ZL1,2WD,SUBCOMPACT,6.2,8,AS10,A,10,Z,18.8,11.3,15.4,18,361
2018,Chevrolet,GM,Camaro ZL1,2WD,SUBCOMPACT,6.2,8,M6,M,6,Z,17.1,12,14.8,19,348
2019,Chevrolet,GM,Camaro ZL1,2WD,SUBCOMPACT,6.2,8,AS10,A,10,Z,18.3,11.2,15.1,19,355
2019,Chevrolet,GM,Camaro ZL1,2WD,SUBCOMPACT,6.2,8,M6,M,6,Z,17.2,12,14.9,19,349
2010,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,2.5,4,AS6,A,6,X,10.3,7.3,9,31,207
2010,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,2.5,4,M6,M,6,X,10.9,7.3,9.3,30,214
2010,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,3.5,6,AS6,A,6,X,12.1,8.3,10.4,27,239
2011,MITSUBISHI,Renault-Nissan,OUTLANDER 4WD,4WD,SUV - SMALL,2.4,4,AV,AV,V,X,10.4,8.3,9.5,30,219
2011,MITSUBISHI,Renault-Nissan,OUTLANDER 4WD,4WD,SUV - SMALL,3,6,AS6,A,6,Z,12.5,9.4,11.1,25,255
2011,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,2.5,4,AS6,A,6,X,10.3,7.2,8.9,32,205
2011,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,2.5,4,M6,M,6,X,10.6,7.1,9,31,207
2011,MITSUBISHI,Renault-Nissan,RVR 4WD,4WD,SUV - SMALL,2,4,AV,AV,V,X,9.7,7.9,8.9,32,205
2011,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,3.5,6,AS6,A,6,X,12,8.1,10.3,27,237
2012,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,2.5,4,AS6,A,6,X,9.5,6.7,8.2,34,189
2012,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,3.5,6,AS6,A,6,X,11.1,7.6,9.5,30,219
2013,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,2.5,4,AS6,A,6,X,9.5,6.6,8.2,34,189
2013,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,3.5,6,AS6,A,6,X,11,7.5,9.4,30,216
2014,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,2.5,4,AS6,A,6,X,9.5,6.6,8.2,34,189
2014,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,3.5,6,AS6,A,6,X,11.1,7.8,9.6,29,221
2015,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,2.5,4,AS6,A,6,X,9.7,6.9,8.4,34,193
2015,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,3.5,6,AS6,A,6,X,11,7.7,9.5,30,218
2016,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,2.5,4,AS6,A,6,X,9.4,6.7,8.2,34,192
2016,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,3.5,6,AS6,A,6,X,11,7.7,9.5,30,222
2017,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,2.5,4,AS6,A,6,X,9.8,7.1,8.6,33,199
2011,NISSAN,Renault-Nissan,ARMADA 4WD,4WD,SUV - STANDARD,5.6,8,A5,A,5,X,19.1,13.4,16.5,17,380
2017,TOYOTA,Toyota,CAMRY,2WD,MID-SIZE,3.5,6,AS6,A,6,X,11,7.8,9.6,29,224
2018,Toyota,Toyota,Camry,2WD,MID-SIZE,2.5,4,AS8,A,8,X,8.1,5.7,6.9,41,164
2018,Toyota,Toyota,Camry,2WD,MID-SIZE,3.5,6,AS8,A,8,X,10.5,7.1,9,31,210
2019,Toyota,Toyota,Camry,2WD,MID-SIZE,2.5,4,AS8,A,8,X,8.1,5.7,6.9,41,164
2019,Toyota,Toyota,Camry,2WD,MID-SIZE,3.5,6,AS8,A,8,X,10.5,7.1,9,31,210
2011,NISSAN,Renault-Nissan,FRONTIER 4WD,4WD,PICKUP TRUCK - SMALL,4,6,A5,A,5,X,16.5,12.2,14.6,19,336
2011,NISSAN,Renault-Nissan,FRONTIER 4WD,4WD,PICKUP TRUCK - SMALL,4,6,M6,M,6,X,15.4,12.2,14,20,322
2010,TOYOTA,Toyota,CAMRY HYBRID,2WD,MID-SIZE,2.4,4,AV,AV,V,X,6.8,6.8,6.8,42,156
2011,TOYOTA,Toyota,CAMRY HYBRID,2WD,MID-SIZE,2.4,4,AV,AV,V,X,6.8,6.8,6.8,42,156
2012,TOYOTA,Toyota,CAMRY HYBRID LE,2WD,MID-SIZE,2.5,4,AV,AV,V,X,5.5,5.9,5.7,50,131
2011,NISSAN,Renault-Nissan,JUKE AWD,AWD,STATION WAGON - SMALL,1.6,4,AV,AV,V,Z,9.3,7.9,8.6,33,198
2013,TOYOTA,Toyota,CAMRY HYBRID LE,2WD,MID-SIZE,2.5,4,AV,AV,V,X,5.5,5.9,5.7,50,131
2011,NISSAN,Renault-Nissan,MURANO AWD,AWD,STATION WAGON - MID-SIZE,3.5,6,AV,AV,V,X,13.2,10.1,11.8,24,271
2011,NISSAN,Renault-Nissan,PATHFINDER 4WD,4WD,SUV - SMALL,4,6,A5,A,5,Z,16.6,12.1,14.6,19,336
2014,TOYOTA,Toyota,CAMRY HYBRID LE,2WD,MID-SIZE,2.5,4,AV,AV,V,X,5.5,5.9,5.7,50,131
2011,NISSAN,Renault-Nissan,ROGUE AWD,AWD,SUV - SMALL,2.5,4,AV,AV,V,X,10.6,9.1,10,28,230
2015,TOYOTA,Toyota,CAMRY HYBRID LE,2WD,MID-SIZE,2.5,4,AV,AV,V,X,5.5,6,5.7,50,131
2016,TOYOTA,Toyota,CAMRY HYBRID LE,2WD,MID-SIZE,2.5,4,AV,AV,V,X,5.5,6,5.7,50,134
2017,TOYOTA,Toyota,CAMRY HYBRID LE,2WD,MID-SIZE,2.5,4,AV,AV,V,X,5.6,6.2,5.9,48,137
2018,Toyota,Toyota,Camry Hybrid LE,2WD,MID-SIZE,2.5,4,AV6,AV,V,X,4.9,4.8,4.9,58,113
2019,Toyota,Toyota,Camry Hybrid LE,2WD,MID-SIZE,2.5,4,AV6,AV,V,X,4.9,4.8,4.9,58,113
2011,NISSAN,Renault-Nissan,TITAN 4WD,4WD,PICKUP TRUCK - STANDARD,5.6,8,A5,A,5,X,19.3,13.8,16.8,17,386
2012,TOYOTA,Toyota,CAMRY HYBRID XLE,2WD,MID-SIZE,2.5,4,AV,AV,V,X,5.8,6.2,5.9,48,136
2013,TOYOTA,Toyota,CAMRY HYBRID XLE,2WD,MID-SIZE,2.5,4,AV,AV,V,X,5.8,6.2,5.9,48,136
2014,TOYOTA,Toyota,CAMRY HYBRID XLE/SE,2WD,MID-SIZE,2.5,4,AV,AV,V,X,5.8,6.2,6,47,138
2015,TOYOTA,Toyota,CAMRY HYBRID XLE/SE,2WD,MID-SIZE,2.5,4,AV,AV,V,X,5.7,6.1,5.9,48,136
2016,TOYOTA,Toyota,CAMRY HYBRID XLE/SE,2WD,MID-SIZE,2.5,4,AV,AV,V,X,5.7,6,5.9,48,137
2011,NISSAN,Renault-Nissan,XTERRA 4WD,4WD,SUV - SMALL,4,6,A5,A,5,X,16.2,11.9,14.2,20,327
2011,NISSAN,Renault-Nissan,XTERRA 4WD,4WD,SUV - SMALL,4,6,M6,M,6,X,15.3,12.3,14,20,322
2017,TOYOTA,Toyota,CAMRY HYBRID XLE/SE,2WD,MID-SIZE,2.5,4,AV,AV,V,X,5.8,6.3,6,47,141
2018,Toyota,Toyota,Camry Hybrid XLE/SE,2WD,MID-SIZE,2.5,4,AV6,AV,V,X,5.3,5,5.1,55,121
2011,PORSCHE,VW,911 CARRERA 4,AWD,MINICOMPACT,3.6,6,AS7,A,7,Z,12.9,8.9,11.1,25,255
2011,PORSCHE,VW,911 CARRERA 4,AWD,MINICOMPACT,3.6,6,M6,M,6,Z,12.9,9.6,11.4,25,262
2011,PORSCHE,VW,911 CARRERA 4 CABRIOLET,AWD,MINICOMPACT,3.6,6,AS7,A,7,Z,13,9,11.2,25,258
2011,PORSCHE,VW,911 CARRERA 4 CABRIOLET,AWD,MINICOMPACT,3.6,6,M6,M,6,Z,12.9,9.3,11.2,25,258
2011,PORSCHE,VW,911 CARRERA 4S,AWD,MINICOMPACT,3.8,6,AS7,A,7,Z,12.9,9.1,11.2,25,258
2011,PORSCHE,VW,911 CARRERA 4S,AWD,MINICOMPACT,3.8,6,M6,M,6,Z,13.1,9.5,11.5,25,265
2011,PORSCHE,VW,911 CARRERA 4S CABRIOLET,AWD,MINICOMPACT,3.8,6,AS7,A,7,Z,12.8,8.9,11,26,253
2011,PORSCHE,VW,911 CARRERA 4S CABRIOLET,AWD,MINICOMPACT,3.8,6,M6,M,6,Z,13.4,9.6,11.7,24,269
2019,Toyota,Toyota,Camry Hybrid XLE/SE,2WD,MID-SIZE,2.5,4,AV6,AV,V,X,5.3,5,5.1,55,121
2018,Toyota,Toyota,Camry LE/SE,2WD,MID-SIZE,2.5,4,AS8,A,8,X,8.4,6,7.3,39,172
2019,Toyota,Toyota,Camry LE/SE,2WD,MID-SIZE,2.5,4,AS8,A,8,X,8.4,6.1,7.4,38,173
2018,Toyota,Toyota,Camry XLE/XSE,2WD,MID-SIZE,2.5,4,AS8,A,8,X,8.5,6.1,7.4,38,173
2019,Toyota,Toyota,Camry XLE/XSE,2WD,MID-SIZE,2.5,4,AS8,A,8,X,8.5,6.2,7.5,38,175
2018,Toyota,Toyota,Camry XSE,2WD,MID-SIZE,3.5,6,AS8,A,8,X,10.7,7.4,9.2,31,215
2019,Toyota,Toyota,Camry XSE,2WD,MID-SIZE,3.5,6,AS8,A,8,X,10.7,7.4,9.2,31,215
2010,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,2.9,4,A4,A,4,X,12.9,9.6,11.4,25,262
2010,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,2.9,4,M5,M,5,X,12.8,9.3,11.2,25,258
2011,PORSCHE,VW,911 GT3RS 4.0,AWD,TWO-SEATER,4,6,M6,M,6,Z,17.8,12.2,15.3,18,352
2010,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,3.7,5,A4,A,4,X,14,10.3,12.4,23,285
2010,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,5.3,8,A4,A,4,X,16.1,11.7,14.1,20,324
2011,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,2.9,4,A4,A,4,X,12.8,9.6,11.3,25,260
2011,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,2.9,4,M5,M,5,X,12.8,9.3,11.2,25,258
2011,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,3.7,5,A4,A,4,X,14,10.3,12.4,23,285
2011,PORSCHE,VW,911 TARGA 4,AWD,MINICOMPACT,3.6,6,AS7,A,7,Z,13,9,11.2,25,258
2011,PORSCHE,VW,911 TARGA 4,AWD,MINICOMPACT,3.6,6,M6,M,6,Z,12.9,9.3,11.2,25,258
2011,PORSCHE,VW,911 TARGA 4S,AWD,MINICOMPACT,3.8,6,AS7,A,7,Z,12.8,8.9,11,26,253
2011,PORSCHE,VW,911 TARGA 4S,AWD,MINICOMPACT,3.8,6,M6,M,6,Z,13.4,9.6,11.7,24,269
2011,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,5.3,8,A4,A,4,X,16.1,11.7,14.1,20,324
2012,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,2.9,4,A4,A,4,X,12.8,9.6,11.3,25,260
2012,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,2.9,4,M5,M,5,X,12.9,9.3,11.2,25,258
2012,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,3.7,5,A4,A,4,X,14,10.3,12.4,23,285
2012,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,5.3,8,A4,A,4,X,16.1,11.7,14.1,20,324
2015,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,2.5,4,A6,A,6,X,11.9,8.8,10.5,27,242
2015,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,2.5,4,M6,M,6,X,12.2,9.1,10.8,26,248
2015,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,3.6,6,A6,A,6,X,13,9.2,11.3,25,260
2016,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,2.5,4,A6,A,6,X,11.9,8.9,10.5,27,247
2016,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,2.5,4,M6,M,6,X,12.2,9.1,10.8,26,253
2016,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,2.8,4,A6,A,6,D,10.8,7.7,9.4,30,252
2016,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,3.6,6,A6,A,6,X,13,9.2,11.3,25,265
2017,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,2.5,4,A6,A,6,X,12,9.2,10.7,26,252
2017,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,2.5,4,M6,M,6,X,12.2,9.2,10.9,26,254
2017,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,2.8,4,A6,A,6,D,10.8,7.9,9.5,30,255
2017,GMC,GM,CANYON,2WD,PICKUP TRUCK - SMALL,3.6,6,A8,A,8,X,13.4,9.6,11.7,24,274
2018,GMC,GM,Canyon,2WD,PICKUP TRUCK - SMALL,2.5,4,A6,A,6,X,12.1,9.2,10.8,26,253
2018,GMC,GM,Canyon,2WD,PICKUP TRUCK - SMALL,2.5,4,M6,M,6,X,11.9,9.2,10.7,26,251
2018,GMC,GM,Canyon,2WD,PICKUP TRUCK - SMALL,2.8,4,A6,A,6,D,10.8,8,9.6,29,257
2018,GMC,GM,Canyon,2WD,PICKUP TRUCK - SMALL,3.6,6,A8,A,8,X,13.4,9.6,11.7,24,274
2019,GMC,GM,Canyon,2WD,PICKUP TRUCK - SMALL,2.5,4,A6,A,6,X,12.1,9.2,10.8,26,253
2019,GMC,GM,Canyon,2WD,PICKUP TRUCK - SMALL,2.5,4,M6,M,6,X,11.9,9.2,10.7,26,251
2011,PORSCHE,VW,PANAMERA 4,AWD,FULL-SIZE,3.6,6,AS7,A,7,Z,13.3,9,11.4,25,262
2011,PORSCHE,VW,PANAMERA 4S,AWD,FULL-SIZE,4.8,8,AS7,A,7,Z,14.5,9.8,12.4,23,285
2019,GMC,GM,Canyon,2WD,PICKUP TRUCK - SMALL,2.8,4,A6,A,6,D,11.8,7.9,10.1,28,270
2019,GMC,GM,Canyon,2WD,PICKUP TRUCK - SMALL,3.6,6,A8,A,8,X,13.4,9.6,11.7,24,274
2010,GMC,GM,CANYON CHASSIS CAB,2WD,PICKUP TRUCK - SMALL,3.7,5,A4,A,4,X,15.5,12,13.9,20,320
2011,GMC,GM,CANYON CHASSIS CAB,2WD,PICKUP TRUCK - SMALL,3.7,5,A4,A,4,X,15.4,11.8,13.8,20,317
2012,GMC,GM,CANYON CHASSIS CAB,2WD,PICKUP TRUCK - SMALL,3.7,5,A4,A,4,X,15.4,11.8,13.8,20,317
2010,GMC,GM,CANYON CREW CAB,2WD,PICKUP TRUCK - SMALL,2.9,4,A4,A,4,X,13,9.6,11.5,25,265
2010,GMC,GM,CANYON CREW CAB,2WD,PICKUP TRUCK - SMALL,2.9,4,M5,M,5,X,12.9,9.3,11.2,25,258
2010,GMC,GM,CANYON CREW CAB,2WD,PICKUP TRUCK - SMALL,3.7,5,A4,A,4,X,14.2,10.4,12.5,23,288
2010,GMC,GM,CANYON CREW CAB,2WD,PICKUP TRUCK - SMALL,5.3,8,A4,A,4,X,16.1,11.7,14.1,20,324
2011,GMC,GM,CANYON CREW CAB,2WD,PICKUP TRUCK - SMALL,2.9,4,A4,A,4,X,12.8,9.6,11.3,25,260
2011,GMC,GM,CANYON CREW CAB,2WD,PICKUP TRUCK - SMALL,2.9,4,M5,M,5,X,12.9,9.3,11.2,25,258
2011,GMC,GM,CANYON CREW CAB,2WD,PICKUP TRUCK - SMALL,3.7,5,A4,A,4,X,14.2,10.4,12.5,23,288
2011,GMC,GM,CANYON CREW CAB,2WD,PICKUP TRUCK - SMALL,5.3,8,A4,A,4,X,16.1,11.7,14.1,20,324
2012,GMC,GM,CANYON CREW CAB,2WD,PICKUP TRUCK - SMALL,2.9,4,A4,A,4,X,12.8,9.6,11.3,25,260
2012,GMC,GM,CANYON CREW CAB,2WD,PICKUP TRUCK - SMALL,2.9,4,M5,M,5,X,12.9,9.3,11.2,25,258
2011,SUBARU,SUBARU,FORESTER AWD,AWD,SUV - SMALL,2.5,4,AS4,A,4,Z,13.4,9.7,11.7,24,269
2011,SUBARU,SUBARU,FORESTER AWD,AWD,SUV - SMALL,2.5,4,AS4,A,4,X,11.3,8.9,10.2,28,235
2011,SUBARU,SUBARU,FORESTER AWD,AWD,SUV - SMALL,2.5,4,M5,M,5,X,11.3,8.8,10.2,28,235
2011,SUBARU,SUBARU,IMPREZA AWD,AWD,COMPACT,2.5,4,AS4,A,4,X,11.8,8.9,10.5,27,242
2011,SUBARU,SUBARU,IMPREZA AWD,AWD,COMPACT,2.5,4,M5,M,5,Z,12.6,9.5,11.2,25,258
2011,SUBARU,SUBARU,IMPREZA AWD,AWD,COMPACT,2.5,4,M5,M,5,X,12.2,8.8,10.7,26,246
2011,SUBARU,SUBARU,IMPREZA AWD,AWD,COMPACT,2.5,4,M6,M,6,Z,13.9,10.4,12.3,23,283
2011,SUBARU,SUBARU,IMPREZA WAGON AWD,AWD,STATION WAGON - SMALL,2.5,4,AS4,A,4,X,11.8,8.9,10.5,27,242
2011,SUBARU,SUBARU,IMPREZA WAGON AWD,AWD,STATION WAGON - SMALL,2.5,4,M5,M,5,Z,12.6,9.5,11.2,25,258
2011,SUBARU,SUBARU,IMPREZA WAGON AWD,AWD,STATION WAGON - SMALL,2.5,4,M5,M,5,X,12.2,8.8,10.7,26,246
2011,SUBARU,SUBARU,IMPREZA WAGON AWD,AWD,STATION WAGON - SMALL,2.5,4,M6,M,6,Z,13.9,10.4,12.3,23,283
2011,SUBARU,SUBARU,LEGACY AWD,AWD,MID-SIZE,2.5,4,AV,AV,V,X,10.4,7.6,9.2,31,212
2011,SUBARU,SUBARU,LEGACY AWD,AWD,MID-SIZE,2.5,4,M6,M,6,Z,13,9.5,11.4,25,262
2011,SUBARU,SUBARU,LEGACY AWD,AWD,MID-SIZE,2.5,4,M6,M,6,X,12,8.8,10.6,27,244
2011,SUBARU,SUBARU,LEGACY AWD,AWD,MID-SIZE,3.6,6,AS5,A,5,X,13.4,9.7,11.7,24,269
2011,SUBARU,SUBARU,OUTBACK SPORT AWD,AWD,STATION WAGON - SMALL,2.5,4,AS4,A,4,X,11.8,8.9,10.5,27,242
2011,SUBARU,SUBARU,OUTBACK SPORT AWD,AWD,STATION WAGON - SMALL,2.5,4,M5,M,5,Z,12.6,9.5,11.2,25,258
2011,SUBARU,SUBARU,OUTBACK SPORT AWD,AWD,STATION WAGON - SMALL,2.5,4,M5,M,5,X,12.2,8.8,10.7,26,246
2011,SUBARU,SUBARU,OUTBACK SPORT AWD,AWD,STATION WAGON - SMALL,2.5,4,M6,M,6,Z,13.9,10.4,12.3,23,283
2011,SUBARU,SUBARU,OUTBACK WAGON AWD,AWD,SUV - SMALL,2.5,4,AV,AV,V,X,10.9,8.2,9.7,29,223
2011,SUBARU,SUBARU,OUTBACK WAGON AWD,AWD,SUV - SMALL,2.5,4,M6,M,6,X,12,8.8,10.6,27,244
2011,SUBARU,SUBARU,OUTBACK WAGON AWD,AWD,SUV - SMALL,3.6,6,AS5,A,5,X,13.4,9.7,11.7,24,269
2011,SUBARU,SUBARU,TRIBECA AWD,AWD,SUV - SMALL,3.6,6,AS5,A,5,X,14.7,11.1,13.1,22,301
2011,SUZUKI,SUZUKI,EQUATOR V6 4X4,4WD,PICKUP TRUCK - SMALL,4,6,A5,A,5,X,16.3,12.5,14.6,19,336
2012,GMC,GM,CANYON CREW CAB,2WD,PICKUP TRUCK - SMALL,3.7,5,A4,A,4,X,14.2,10.4,12.5,23,288
2011,SUZUKI,SUZUKI,KIZASHI AWD,AWD,COMPACT,2.4,4,AV,AV,V,X,10.6,8.1,9.5,30,219
2012,GMC,GM,CANYON CREW CAB,2WD,PICKUP TRUCK - SMALL,5.3,8,A4,A,4,X,16.1,11.7,14.1,20,324
2012,RAM,FCA,CARGO VAN FFV,2WD,MINIVAN,3.6,6,AS6,A,6,X,13.7,9.4,11.8,24,271
2012,RAM,FCA,CARGO VAN FFV,2WD,MINIVAN,3.6,6,AS6,A,6,E,19.1,13.1,16.4,17,262
2013,RAM,FCA,CARGO VAN FFV,2WD,MINIVAN,3.6,6,A6,A,6,X,13.7,9.4,11.8,24,271
2011,SUZUKI,SUZUKI,SX4 AWD,AWD,STATION WAGON - SMALL,2,4,AV,AV,V,X,10.3,8,9.3,30,214
2011,SUZUKI,SUZUKI,SX4 AWD,AWD,STATION WAGON - SMALL,2,4,M6,M,6,X,10.6,7.9,9.4,30,216
2013,RAM,FCA,CARGO VAN FFV,2WD,MINIVAN,3.6,6,A6,A,6,E,19.1,13.1,16.4,17,262
2014,RAM,FCA,CARGO VAN FFV,2WD,MINIVAN,3.6,6,A6,A,6,X,13.3,9.1,11.4,25,262
2014,RAM,FCA,CARGO VAN FFV,2WD,MINIVAN,3.6,6,A6,A,6,E,18.6,12.7,15.9,18,254
2015,RAM,FCA,CARGO VAN FFV,2WD,MINIVAN,3.6,6,A6,A,6,X,13.3,9.1,11.4,25,262
2015,RAM,FCA,CARGO VAN FFV,2WD,MINIVAN,3.6,6,A6,A,6,E,18.6,12.7,15.9,18,254
2010,PORSCHE,VW,CAYENNE,2WD,SUV - STANDARD,3.6,6,AS6,A,6,Z,16.3,11.8,14.2,20,327
2010,PORSCHE,VW,CAYENNE,2WD,SUV - STANDARD,3.6,6,M6,M,6,Z,17.1,11.5,14.6,19,336
2011,TOYOTA,Toyota,4RUNNER 4WD,4WD,SUV - STANDARD,4,6,AS5,A,5,X,14.2,10.9,12.7,22,292
2011,PORSCHE,VW,CAYENNE,2WD,SUV - STANDARD,3.6,6,AS8,A,8,Z,14.5,10.2,12.5,23,288
2011,PORSCHE,VW,CAYENNE,2WD,SUV - STANDARD,3.6,6,M6,M,6,Z,15.7,11,13.6,21,313
2012,PORSCHE,VW,CAYENNE,2WD,SUV - STANDARD,3.6,6,AS8,A,8,Z,14.5,10.2,12.5,23,288
2012,PORSCHE,VW,CAYENNE,2WD,SUV - STANDARD,3.6,6,M6,M,6,Z,15.7,11,13.6,21,313
2013,PORSCHE,VW,CAYENNE,2WD,SUV - STANDARD,3.6,6,A8,A,8,Z,14.6,10.4,12.6,22,296
2013,PORSCHE,VW,CAYENNE,2WD,SUV - STANDARD,3.6,6,M6,M,6,Z,15.7,11,13.6,21,313
2014,PORSCHE,VW,CAYENNE,2WD,SUV - STANDARD,3.6,6,A8,A,8,Z,14.1,10.2,12.4,23,290
2014,PORSCHE,VW,CAYENNE,2WD,SUV - STANDARD,3.6,6,M6,M,6,Z,15.8,10.9,13.6,21,313
2016,PORSCHE,VW,CAYENNE,2WD,SUV - STANDARD,3.6,6,A8,A,8,Z,13.5,9.7,11.8,24,277
2017,PORSCHE,VW,CAYENNE,2WD,SUV - STANDARD,3.6,6,A8,A,8,Z,12.9,9.7,11.5,25,268
2018,Porsche,VW,Cayenne,2WD,SUV - STANDARD,3.6,6,A8,A,8,Z,12.9,9.7,11.5,25,268
2019,Porsche,VW,Cayenne,2WD,SUV - STANDARD,3,6,AS8,A,8,Z,12.5,10,11.4,25,265
2013,PORSCHE,VW,CAYENNE DIESEL (modified),2WD,SUV - STANDARD,3,6,A8,A,8,D,11.8,8.1,10.2,28,277
2011,TOYOTA,Toyota,COROLLA MATRIX AWD,AWD,STATION WAGON - SMALL,2.4,4,A4,A,4,X,11.7,9.1,10.6,27,244
